【经文资讯】大正新修大藏经 第四册 No. 199《佛五百弟子自说本起经》
【版本记录】CBETA 电子佛典 V1.0 (Big5) 普及版，完成日期：1999/12/10
【编辑说明】本资料库由中华电子佛典协会（CBETA）依大正新修大藏经所编辑
【原始资料】萧镇国大德提供，维习安大德提供之高丽藏 CD 经文，北美某大德提供
【其它事项】本资料库可自由免费流通，详细内容请参阅【中华电子佛典协会资料库基本介绍】(http://ccbs.ntu.edu.tw/cbeta/result/cbintr.htm)
=========================================================================
# Taisho Tripitaka Vol. 4, No. 199 佛五百弟子自说本起经
# CBETA Chinese Electronic Tripitaka V1.0 (Big5) Normalized Version, Release Date: 1999/12/10
# Distributor: Chinese Buddhist Electronic Text Association (CBETA)
# Source material obtained from: Text as provided by Mr. Hsiao Chen-Kuo, Tripitaka Koreana as provided by Mr. Christian Wittern, Text as provided by Anonymous, USA
# Distributed free of charge. For details please read at http://ccbs.ntu.edu.tw/cbeta/result/cbintr_e.htm
=========================================================================
T04n0199_p0190a01┃
T04n0199_p0190a02┃　　No. 199
T04n0199_p0192c09┃　憎恶其形像　　镇恚不欢喜
T04n0199_p0192c10┃　为何下须发　　颜姿黑丑陋
T04n0199_p0192c11┃　痈疽疥身体　　羸疲身意俱
T04n0199_p0192c12┃　用是所造罪　　口说恶语故
T04n0199_p0192c13┃　於彼寿终後　　便堕地狱中
T04n0199_p0192c14┃　从狱得脱出　　容色黑丑恶
T04n0199_p0192c15┃　痈疽疥身体　　羸疲身意俱
T04n0199_p0192c16┃　捉瓦器乞丐　　著弃死人衣
T04n0199_p0192c17┃　衣弊服麤秽　　所住无安处
T04n0199_p0192c18┃　所欲往至诣　　乞欲系糊口
T04n0199_p0192c19┃　执杖见驱叱　　为人所嫉辱
T04n0199_p0192c20┃　如是五百世　　在在所生处
T04n0199_p0192c21┃　穷困常饥馁　　勤苦而饿死
T04n0199_p0192c22┃　时见等正觉　　比丘僧围绕
T04n0199_p0192c23┃　与大众会俱　　讲说甘露句
T04n0199_p0192c24┃　适见大众会　　即疾奔走趣
T04n0199_p0192c25┃　意欲於彼中　　希望饮食具
T04n0199_p0192c26┃　到见大众会　　皆坐欲听法
T04n0199_p0192c27┃　不获副本愿　　未有饩施者
T04n0199_p0192c28┃　时彼大慈哀　　如来告之言
T04n0199_p0192c29┃　仁者善来此　　便来坐此座
T04n0199_p0193a01┃　我应时喜踊　　则一心叉手
T04n0199_p0193a02┃　稽首世尊足　　却在一面坐
T04n0199_p0193a03┃　於是尊大哀　　瞿昙极慈悲
T04n0199_p0193a04┃　次第分别说　　为我讲四谛
T04n0199_p0193a05┃　能仁除须发　　因是见道迹
T04n0199_p0193a06┃　佛令作寂志　　於彼得神通
T04n0199_p0193a07┃　用是故号字　　名曰为茶竭
T04n0199_p0193a08┃　缘此佛说我　　正受为第一
T04n0199_p0193a09┃　佛勇猛大尊　　世雄为最胜
T04n0199_p0193a10┃　神通无极哀　　度脱我众苦
T04n0199_p0193a11┃　善来尊如是　　在於众僧中
T04n0199_p0193a12┃　於阿耨达池　　自说本所作
T04n0199_p0193a13┃　　难陀品第十(欣乐十二偈)
T04n0199_p0193a14┃　王舍国城东　　曾为富尊者
T04n0199_p0193a15┃　时世谷饥贵　　有道士游彼
T04n0199_p0193a16┃　时我坐独食　　有好道士来
T04n0199_p0193a17┃　坏破缘一觉　　自在得无漏
T04n0199_p0193a18┃　兴起贪嫉意　　其心志于恶
T04n0199_p0193a19┃　今此比丘来　　焉得同太岁
T04n0199_p0193a20┃　於是念饮食　　杂糅以马通
T04n0199_p0193a21┃　道人食之已　　应时即命过
T04n0199_p0193a22┃　我身寿终已　　堕地狱甚久
T04n0199_p0193a23┃　合会及叫唤　　世世见脯煮
T04n0199_p0193a24┃　从地狱得出　　便还得人身
T04n0199_p0193a25┃　身常多疾病　　懊恼而命尽
T04n0199_p0193a26┃　如是五百世　　在在所生处
T04n0199_p0193a27┃　抱病常穷厄　　懊恼乃命过
T04n0199_p0193a28┃　於是最後世　　已得生人中
T04n0199_p0193a29┃　还见等正觉　　导师无有上
T04n0199_p0193b01┃　出家为沙门　　受释师子法
T04n0199_p0193b02┃　已得罗汉道　　清凉取灭度
T04n0199_p0193b03┃　吾於是仁者　　神足无有漏
T04n0199_p0193b04┃　身体多疾病　　所在不安隐
T04n0199_p0193b05┃　於是悉识念　　我本所作行
T04n0199_p0193b06┃　皆获其果实　　罪福不可离
T04n0199_p0193b07┃　如是难陀尊　　在比丘众中
T04n0199_p0193b08┃　於阿耨达池　　自说本所作
T04n0199_p0193b09┃　　夜耶品第十一(名闻二十六偈)
T04n0199_p0193b10┃　昔有一道人　　入聚落乞丐
T04n0199_p0193b11┃　见死亡女人　　青[月*逢]甚臭恶
T04n0199_p0193b12┃　结跏趺而坐　　观视无常变
T04n0199_p0193b13┃　省察败不净　　一志学定心
T04n0199_p0193b14┃　便於彼坐上　　有微细音响
T04n0199_p0193b15┃　闻声用恐怖　　则从一心起
T04n0199_p0193b16┃　见死腹溃坏　　恶露而不净
T04n0199_p0193b17┃　众孔自流出　　臭处难可当
T04n0199_p0193b18┃　肠胃五脏见　　心肝皆散绝
T04n0199_p0193b19┃　若干无数虫　　观已还静心
T04n0199_p0193b20┃　察于外死身　　内省自己躯
T04n0199_p0193b21┃　彼尔我如是　　计本皆虚无
T04n0199_p0193b22┃　自从三昧起　　修行不懈怠
T04n0199_p0193b23┃　亦不出分卫　　亦不思饮食
T04n0199_p0193b24┃　设我入聚落　　而行求饮食
T04n0199_p0193b25┃　虽见端正色　　当作恶露观
T04n0199_p0193b26┃　瞻彼诸形色　　如死人无异
T04n0199_p0193b27┃　察众坏败本　　一切无所乐
T04n0199_p0193b28┃　我思行如是　　而得离爱欲
T04n0199_p0193b29┃　奉遵四梵行　　深惟不轻戏
T04n0199_p0193c01┃　於彼寿终後　　便得升梵天
T04n0199_p0193c02┃　於梵寿命尽　　下生波罗奈
T04n0199_p0193c03┃　为势贵长者　　生其家作子
T04n0199_p0193c04┃　为众所见敬　　正受度无极
T04n0199_p0193c05┃　昼日常修行　　於夜不睡眠
T04n0199_p0193c06┃　见女人众多　　等观如腐积
T04n0199_p0193c07┃　枕鼓卧眠者　　执箜篌伎人
T04n0199_p0193c08┃　伎乐器散地　　梦想为[穴/(爿*臬)]语
T04n0199_p0193c09┃　於彼退思念　　宿本功德行
T04n0199_p0193c10┃　想识不净处　　前世所更历
T04n0199_p0193c11┃　适观睹此已　　志求无欲意
T04n0199_p0193c12┃　我时逼迫是　　仁者我舍去
T04n0199_p0193c13┃　即从床上起　　下殿避之逝
T04n0199_p0193c14┃　诸天愍念我　　其门自然开
T04n0199_p0193c15┃　时出于国城　　往诣流水侧
T04n0199_p0193c16┃　遥视见彼岸　　见沙门寂根
T04n0199_p0193c17┃　又见大寂志　　举声而大叫
T04n0199_p0193c18┃　告之我穷厄　　神通我舍欲
T04n0199_p0193c19┃　世尊深软音　　用我辛苦言
T04n0199_p0193c20┃　童子来莫惧　　於此无穷厄
T04n0199_p0193c21┃　心舍众苦恼　　转度於彼岸
T04n0199_p0193c22┃　往诣大哀所　　世尊无比人
T04n0199_p0193c23┃　绝妙无等伦　　譬如饥渴者
T04n0199_p0193c24┃　倒解识其义　　即解识其义
T04n0199_p0193c25┃　於彼见道谛　　从佛求舍家
T04n0199_p0193c26┃　瞿昙大慈哀　　听我作沙门
T04n0199_p0193c27┃　应时一夜中　　天时将向晓
T04n0199_p0193c28┃　一切诸漏尽　　清凉得灭度
T04n0199_p0193c29┃　是我前世时　　所更作善行
T04n0199_p0194a01┃　是我最後世　　逮得甘露迹
T04n0199_p0194a02┃　如是贤夜邪　　尊者子神通
T04n0199_p0194a03┃　於阿耨达池　　自说本所作
T04n0199_p0194a04┃　　尸利罗品第十二(二十偈)
T04n0199_p0194a05┃　昔波罗奈城　　迦叶佛泥洹
T04n0199_p0194a06┃　机惟王起塔　　七宝造甚大
T04n0199_p0194a07┃　尔时王所作　　有最大太子
T04n0199_p0194a08┃　我时为佛尊　　第一建刹柱
T04n0199_p0194a09┃　以是功德故　　世世所生处
T04n0199_p0194a10┃　在天上人间　　其福自然见
T04n0199_p0194a11┃　在在所生处　　於国甚殷富
T04n0199_p0194a12┃　财数不可计　　常喜大布施
T04n0199_p0194a13┃　我於五百世　　惠施无所惜
T04n0199_p0194a14┃　给赡众庶人　　寂志及梵志
T04n0199_p0194a15┃　缘一觉之行　　离爱欲无漏
T04n0199_p0194a16┃　清净欢喜心　　供养五百众
T04n0199_p0194a17┃　由是功德故　　在此最後世
T04n0199_p0194a18┃　生势贵释种　　应时口说言
T04n0199_p0194a19┃　家中宁有宝　　钱财及於物
T04n0199_p0194a20┃　我当以施与　　救足诸贫穷
T04n0199_p0194a21┃　我与无厌惫　　救济众下劣
T04n0199_p0194a22┃　孚善见答报　　岂能有所惠
T04n0199_p0194a23┃　家中闻吾言　　愁忧用惶懅
T04n0199_p0194a24┃　驰散赴八方　　乳母悉避去
T04n0199_p0194a25┃　母以恩爱故　　便即告我言
T04n0199_p0194a26┃　为天人鬼神　　何以言大疾
T04n0199_p0194a27┃　我时即启曰　　我是人非鬼
T04n0199_p0194a28┃　追识宿命施　　好欲见惠人
T04n0199_p0194a29┃　时母闻其言　　踊跃无所畏
T04n0199_p0194b01┃　然许劝助之　　恣意所布施
T04n0199_p0194b02┃　家中眷属多　　母敕供养我
T04n0199_p0194b03┃　为众所敬爱　　见者莫不喜
T04n0199_p0194b04┃　我尔时适生　　其家即兴炽
T04n0199_p0194b05┃　缘是诸寂志　　名我尸利罗
T04n0199_p0194b06┃　於彼便布施　　给足诸贫陋
T04n0199_p0194b07┃　得值等正觉　　便舍家为道
T04n0199_p0194b08┃　初生家兴炽　　堕地能语言
T04n0199_p0194b09┃　是故号尸利　　其名自然流
T04n0199_p0194b10┃　生家无所贪　　亦不用恐惧
T04n0199_p0194b11┃　缘信出家学　　神通一切具
T04n0199_p0194b12┃　为国主所钦　　大臣众人民
T04n0199_p0194b13┃　多获衣食供　　床卧诸所安
T04n0199_p0194b14┃　如是尸利罗　　在比丘僧中
T04n0199_p0194b15┃　於阿耨达池　　自说本所作
T04n0199_p0194b16┃　　薄拘卢品第十三(贾姓十二偈)
T04n0199_p0194b17┃　我昔曾卖药　　於盘昙摩国
T04n0199_p0194b18┃　在惟卫佛世　　敬诸比丘僧
T04n0199_p0194b19┃　时有病瘦者　　行药疗其疾
T04n0199_p0194b20┃　供给诸根药　　以惠诸比丘
T04n0199_p0194b21┃　一岁诸众僧　　令无所乏少
T04n0199_p0194b22┃　时施诸沙门　　与一呵梨勒
T04n0199_p0194b23┃　於九十一劫　　未曾归恶道
T04n0199_p0194b24┃　在天上人间　　其福自然见
T04n0199_p0194b25┃　所作德少耳　　受福不可量
T04n0199_p0194b26┃　施一呵梨勒　　长久生善处
T04n0199_p0194b27┃　其余所有福　　今还得人身
T04n0199_p0194b28┃　值见平等觉　　导师无有一
T04n0199_p0194b29┃　未曾自识念　　郡县受施处
T04n0199_p0194c01┃　唯仁我二夜　　证通三达智
T04n0199_p0194c02┃　常衣麤恶服　　五纳之震越
T04n0199_p0194c03┃　弃家行学道　　愿乐在闲居
T04n0199_p0194c04┃　其年百六十　　於此无垢浊
T04n0199_p0194c05┃　未曾有疾病　　所生处常安
T04n0199_p0194c06┃　佛普见说法　　少欲无睡眠
T04n0199_p0194c07┃　观布施药者　　其福广如是
T04n0199_p0194c08┃　今我悉识念　　本殖少功德
T04n0199_p0194c09┃　悉获其果实　　可意而安隐
T04n0199_p0194c10┃　时贤薄拘卢　　在众比丘僧
T04n0199_p0194c11┃　於阿耨达池　　自说本所作
T04n0199_p0194c12┃　　摩呵[酉*且]品第十四(大长十二偈)
T04n0199_p0194c13┃　昔作韦皮师　　本生亦安隐
T04n0199_p0194c14┃　时国大谷贵　　柔皮以为韦
T04n0199_p0194c15┃　时得好殷皮　　煮熟令大美
T04n0199_p0194c16┃　时有沙门来　　乞丐欲求食
T04n0199_p0194c17┃　见之即欢喜　　则分用布施
T04n0199_p0194c18┃　其寂志食已　　寻飞在虚空
T04n0199_p0194c19┃　见道人踊跃　　应时叉手向
T04n0199_p0194c20┃　恭敬普所在　　所游辄追随
T04n0199_p0194c21┃　欣喜广大心　　便自发愿言
T04n0199_p0194c22┃　令我逮如是　　常与尊者俱
T04n0199_p0194c23┃　如此道人法　　所逮得法身
T04n0199_p0194c24┃　令我身如是　　疾成正愿义
T04n0199_p0194c25┃　所施无形色　　其气亦秽恶
T04n0199_p0194c26┃　无香亦无味　　我所施如是
T04n0199_p0194c27┃　所作德少耳　　获福安无极
T04n0199_p0194c28┃　在天上人间　　其福自然见
T04n0199_p0194c29┃　於是最後世　　还得于人身
T04n0199_p0195a01┃　值见等正觉　　道师无有上
T04n0199_p0195a02┃　我本所求愿　　见世尊上人
T04n0199_p0195a03┃　於是悉如意　　清凉得灭度
T04n0199_p0195a04┃　於是悉识知　　本所作功德
T04n0199_p0195a05┃　悉获其果实　　可意欢喜受
T04n0199_p0195a06┃　如是彼大尊　　名[酉*且]罗大通
T04n0199_p0195a07┃　於阿耨达池　　自说本所作
T04n0199_p0195a08┃　　优为迦叶品第十五(八偈)
T04n0199_p0195a09┃　导师有二人　　同类悉兄弟
T04n0199_p0195a10┃　见迦叶佛塔　　唐突崩坏落
T04n0199_p0195a11┃　合集众贾人　　更补治起塔
T04n0199_p0195a12┃　时兄弟二人　　俱扶竖刹柱
T04n0199_p0195a13┃　缘是功德本　　生天上甚久
T04n0199_p0195a14┃　来还生人间　　在於势族种
T04n0199_p0195a15┃　未见等正觉　　舍家学异道
T04n0199_p0195a16┃　在泥莲水边　　久习编发志
T04n0199_p0195a17┃　世尊无等伦　　愍念哀我等
T04n0199_p0195a18┃　在於恒水侧　　感动见变化
T04n0199_p0195a19┃　我等见变化　　从佛求下发
T04n0199_p0195a20┃　大尊念愍伤　　听我等出家
T04n0199_p0195a21┃　供养佛塔寺　　前稽首作礼
T04n0199_p0195a22┃　用是众庶等　　清凉而灭度
T04n0199_p0195a23┃　优为迦叶尊　　及江河迦叶
T04n0199_p0195a24┃　於阿耨达池　　自说本所作
T04n0199_p0195a25┃　　迦耶品第十六(捉取十五偈)
T04n0199_p0195a26┃　昔为卖香者　　既获香卖之
T04n0199_p0195a27┃　有一童女人　　来到香肆上
T04n0199_p0195a28┃　容貌端正好　　见彼趣我所
T04n0199_p0195a29┃　适捉与调戏　　欲意察著之
T04n0199_p0195b01┃　身亦不犯触　　亦不与合会
T04n0199_p0195b02┃　唯但执其臂　　为娆他女人
T04n0199_p0195b03┃　用是过恶故　　寿终堕地狱
T04n0199_p0195b04┃　来还得人身　　右臂自然枯
T04n0199_p0195b05┃　如是五百世　　所生处皆然
T04n0199_p0195b06┃　右臂常枯槁　　苦痛甚不便
T04n0199_p0195b07┃　仁者识念是　　作罪薄少耳
T04n0199_p0195b08┃　获殃甚众多　　善恶不可离
T04n0199_p0195b09┃　值见等正觉　　舍家为沙门
T04n0199_p0195b10┃　已得阿罗汉　　清凉入灭度
T04n0199_p0195b11┃　仁者吾於是　　有神足自在
T04n0199_p0195b12┃　於今一右臂　　不如左臂便
T04n0199_p0195b13┃　假使有男子　　喜犯他人者
T04n0199_p0195b14┃　寿终堕地狱　　苦痛甚酷毒
T04n0199_p0195b15┃　不当外犯色　　如捐弃盛火
T04n0199_p0195b16┃　智者觉了人　　已每知止足
T04n0199_p0195b17┃　设见他妇女　　当作不净观
T04n0199_p0195b18┃　我更泥犁中　　受苦不可计
T04n0199_p0195b19┃　我犯是罪时　　自谓不足言
T04n0199_p0195b20┃　悉获是果实　　罪福不可离
T04n0199_p0195b21┃　值见等正觉　　导师无有上
T04n0199_p0195b22┃　已得无所著　　清凉得灭度
T04n0199_p0195b23┃　是为最後生　　逮得甘露句
T04n0199_p0195b24┃　已解一切苦　　清凉得灭度
T04n0199_p0195b25┃　迦耶尊如是　　在比丘僧中
T04n0199_p0195b26┃　於阿耨达池　　自说本所作
T04n0199_p0195b27┃　　树提衢品第十七(三十偈)
T04n0199_p0195b28┃　惟卫佛世尊　　盘头摩国城
T04n0199_p0195b29┃　时有富长者　　名阿能乾那
T04n0199_p0195c01┃　时佛之眷属　　六十二百千
T04n0199_p0195c02┃　请惟卫佛尊　　及众供三月
T04n0199_p0195c03┃　我主盘头摩　　我供人中尊
T04n0199_p0195c04┃　饭食日珍异　　供养佛弟子
T04n0199_p0195c05┃　饭食佛如是　　在盘头摩国
T04n0199_p0195c06┃　彼时最後施　　盘头王欲兴
T04n0199_p0195c07┃　供养好饭食　　衣被及床卧
T04n0199_p0195c08┃　作微妙祠坛　　是王之所起
T04n0199_p0195c09┃　奉上诸所安　　床座众百千
T04n0199_p0195c10┃　於一一比丘　　惠施令可意
T04n0199_p0195c11┃　彼国王最後　　所供养如是
T04n0199_p0195c12┃　奉事无极雄　　神通尊导师
T04n0199_p0195c13┃　我时见彼供　　床卧诸所安
T04n0199_p0195c14┃　衣被饮食施　　床座悉具足
T04n0199_p0195c15┃　时诸天中尊　　帝释来诣我
T04n0199_p0195c16┃　彼天帝谓我　　我当为汝伴
T04n0199_p0195c17┃　即时化祠坛　　可意严如天
T04n0199_p0195c18┃　施设天上座　　供以天饮食
T04n0199_p0195c19┃　彼时佛世尊　　惟卫无等人
T04n0199_p0195c20┃　请供满一月　　尊人及弟子
T04n0199_p0195c21┃　我以天饮食　　供养於导师
T04n0199_p0195c22┃　奉以天衣被　　大人并弟子
T04n0199_p0195c23┃　用是功德故　　受恩不可量
T04n0199_p0195c24┃　从九十一劫　　未曾归恶道
T04n0199_p0195c25┃　所作福照见　　天上及世间
T04n0199_p0195c26┃　我奉侍大圣　　惟卫无极尊
T04n0199_p0195c27┃　於今最後世　　生罗阅只城
T04n0199_p0195c28┃　蓱沙王之宫　　富家无量宝
T04n0199_p0195c29┃　为蓱沙国王　　一切所爱敬
T04n0199_p0196a01┃　众人见供奉　　诸臣及人民
T04n0199_p0196a02┃　我在天伎乐　　於是世自恣
T04n0199_p0196a03┃　生世得人身　　天伎乐自娱
T04n0199_p0196a04┃　於是佛大智　　导师无有上
T04n0199_p0196a05┃　来诣罗阅只　　导师加愍伤
T04n0199_p0196a06┃　我闻大智慧　　佛诣王舍城
T04n0199_p0196a07┃　心欢喜踊跃　　往诣仁世尊
T04n0199_p0196a08┃　遥见世光[火*佥]　　光明出普照
T04n0199_p0196a09┃　即从车乘下　　步行往诣佛
T04n0199_p0196a10┃　欣然我前行　　稽首最胜足
T04n0199_p0196a11┃　礼如来毕竟　　却在一面坐
T04n0199_p0196a12┃　我久思正雄　　今乃见大人
T04n0199_p0196a13┃　导师人中明　　降伏魔罗网
T04n0199_p0196a14┃　世尊无有上　　应时愍伤我
T04n0199_p0196a15┃　解说四谛事　　如应为讲本
T04n0199_p0196a16┃　彼曰无极哀　　世尊说如是
T04n0199_p0196a17┃　大通欲出家　　愿得受大戒
T04n0199_p0196a18┃　即时大智慧　　佛者无等伦
T04n0199_p0196a19┃　说言比丘来　　具足成沙门
T04n0199_p0196a20┃　以是无放逸　　坚精进定意
T04n0199_p0196a21┃　遭遇甘露处　　无为兴无动
T04n0199_p0196a22┃　逮见等正觉　　导师无有上
T04n0199_p0196a23┃　以成阿罗汉　　清凉而灭度
T04n0199_p0196a24┃　唯仁我追念　　身本所作恶
T04n0199_p0196a25┃　悉受是果实　　可意乐安隐
T04n0199_p0196a26┃　广行有周旋　　离生老病死
T04n0199_p0196a27┃　脱於一切恼　　愁忧及啼哭
T04n0199_p0196a28┃　如是树提尊　　在比丘僧中
T04n0199_p0196a29┃　於阿耨达池　　自说本所作
T04n0199_p0196b01┃　　赖吒和罗品第十八(二十六偈)
T04n0199_p0196b02┃　有王修惟尼　　其王有一子
T04n0199_p0196b03┃　名赖吒拔檀　　是王最小子
T04n0199_p0196b04┃　迦叶佛吉祥　　兴起大塔寺
T04n0199_p0196b05┃　欲护父王意　　为作刹柱头
T04n0199_p0196b06┃　心欢喜踊跃　　建立承露盘
T04n0199_p0196b07┃　愿我作沙门　　等正觉共会
T04n0199_p0196b08┃　用是功德故　　世世所生处
T04n0199_p0196b09┃　於天上人间　　其德自然见
T04n0199_p0196b10┃　是为最後生　　在投楼吒国
T04n0199_p0196b11┃　生於尊者家　　独有一女耳
T04n0199_p0196b12┃　一切所爱敬　　如是狗猎王
T04n0199_p0196b13┃　是我亲里家　　国土亦如是
T04n0199_p0196b14┃　端正甚姝好　　颜貌如敷逾
T04n0199_p0196b15┃　在人中娱乐　　一切欲自恣
T04n0199_p0196b16┃　可意敬世尊　　来诣投楼吒
T04n0199_p0196b17┃　我见心欢喜　　便求作沙门
T04n0199_p0196b18┃　本功德所致　　化变难比伦
T04n0199_p0196b19┃　慈哀愍伤我　　口便发是言
T04n0199_p0196b20┃　诸佛之正教　　父母不乐者
T04n0199_p0196b21┃　不得为沙门　　族姓子自报
T04n0199_p0196b22┃　即时还归家　　前白父母言
T04n0199_p0196b23┃　父母愿听我　　出家为沙门
T04n0199_p0196b24┃　父母闻我言　　愁忧不可胜
T04n0199_p0196b25┃　子虽命时终　　不欲相远离
T04n0199_p0196b26┃　我时不饮食　　一心无所乐
T04n0199_p0196b27┃　志於清白法　　欲求为沙门
T04n0199_p0196b28┃　我时不饮食　　萎卧於空地
T04n0199_p0196b29┃　假令不听我　　便当死於是
T04n0199_p0196c01┃　六日不饮食　　一心无所乐
T04n0199_p0196c02┃　志於清白法　　欲求为沙门
T04n0199_p0196c03┃　时亲厚知识　　往谓父母言
T04n0199_p0196c04┃　善哉听之去　　用死人身为
T04n0199_p0196c05┃　假令能乐者　　为沙门续在
T04n0199_p0196c06┃　命存可数见　　死者当奈何
T04n0199_p0196c07┃　时父母知识　　共出悲好音
T04n0199_p0196c08┃　设使作沙门　　来见我当听
T04n0199_p0196c09┃　时亲厚知识　　便往谓之言
T04n0199_p0196c10┃　父母已听汝　　明者为沙门
T04n0199_p0196c11┃　父母共结约　　假使为沙门
T04n0199_p0196c12┃　数来相见者　　子听汝出家
T04n0199_p0196c13┃　彼闻善哉言　　自养有势力
T04n0199_p0196c14┃　往诣世尊所　　便前白佛言
T04n0199_p0196c15┃　唯然已听我　　便受佛尊教
T04n0199_p0196c16┃　世尊下我发　　令我作沙门
T04n0199_p0196c17┃　施承露盘故　　受安甚众多
T04n0199_p0196c18┃　於天上世间　　功德自然见
T04n0199_p0196c19┃　佛普见说我　　乐闲居第一
T04n0199_p0196c20┃　已得阿罗汉　　清凉而灭度
T04n0199_p0196c21┃　是故当欢喜　　悦心向大哀
T04n0199_p0196c22┃　当供养塔寺　　得脱大恐惧
T04n0199_p0196c23┃　赖吒和大尊　　闲居五纳衣
T04n0199_p0196c24┃　於阿耨达池　　自说本所作
T04n0199_p0196c25┃　　货提品第十九(二十七偈)
T04n0199_p0196c26┃　曾在王舍城　　为富大尊者
T04n0199_p0196c27┃　有五百道士　　住我家一年
T04n0199_p0196c28┃　五百诸长者　　一切皆往诣
T04n0199_p0196c29┃　彼时诸道人　　各就一家食
T04n0199_p0197a01┃　譬如我等故　　家中所炊食
T04n0199_p0197a02┃　一一诸比丘　　供养亦如是
T04n0199_p0197a03┃　听年长道士　　彼分与长者
T04n0199_p0197a04┃　无上尊道人　　其心念如是
T04n0199_p0197a05┃　饭食五百人　　豆羹以灌上
T04n0199_p0197a06┃　我所作供具　　饲比丘如是
T04n0199_p0197a07┃　如是连二日　　布施彼比丘
T04n0199_p0197a08┃　我时辄兴意　　贪嫉恶心意
T04n0199_p0197a09┃　尚难饲我子　　妇女及姊妹
T04n0199_p0197a10┃　兄弟诸亲属　　是饭食供养
T04n0199_p0197a11┃　何况此比丘　　当供养三月
T04n0199_p0197a12┃　供养五百人　　大减损我家
T04n0199_p0197a13┃　我欲令比丘　　作方便令死
T04n0199_p0197a14┃　假使命过者　　不损用我物
T04n0199_p0197a15┃　心自念恶已　　马通糅饭中
T04n0199_p0197a16┃　持用饭食之　　谓杀无所苦
T04n0199_p0197a17┃　噉此饭食已　　得病甚困厄
T04n0199_p0197a18┃　结刮其肠胃　　伤绝於五脏
T04n0199_p0197a19┃　乐法得道人　　则为已命过
T04n0199_p0197a20┃　诸天及鬼神　　俱共发声言
T04n0199_p0197a21┃　是长者大恶　　伤害杀道人
T04n0199_p0197a22┃　缘一觉之尊　　清凉无所漏
T04n0199_p0197a23┃　我闻知所语　　思念苦恼愁
T04n0199_p0197a24┃　我等罪无量　　坐害善道人
T04n0199_p0197a25┃　亲属闻是言　　悉共愁忧念
T04n0199_p0197a26┃　皆会诸道人　　对悔过自首
T04n0199_p0197a27┃　归命诸道人　　悔过自首已
T04n0199_p0197a28┃　请五百道人　　供养以饭食
T04n0199_p0197a29┃　重悔过自首　　归命众道人
T04n0199_p0197b01┃　供养饭食已　　心自发愿言
T04n0199_p0197b02┃　令我与是等　　诸尊者合会
T04n0199_p0197b03┃　如是等得度　　我心脱如是
T04n0199_p0197b04┃　世世所生处　　勿令在贫穷
T04n0199_p0197b05┃　莫令我兴起　　贪嫉恶心意
T04n0199_p0197b06┃　害辟支佛已　　犯是恶罪殃
T04n0199_p0197b07┃　於彼寿终已　　堕太山地狱
T04n0199_p0197b08┃　苦痛无数千　　懊恼不可言
T04n0199_p0197b09┃　来还得人身　　短命速疾过
T04n0199_p0197b10┃　所在得势富　　众人所供养
T04n0199_p0197b11┃　肠胃每燋烂　　然後乃命过
T04n0199_p0197b12┃　弃捐家居去　　沙门无所慕
T04n0199_p0197b13┃　精进修佛教　　断除一切欲
T04n0199_p0197b14┃　假令我舍身　　向般泥洹时
T04n0199_p0197b15┃　诸肠胃五脏　　各各崩坏烂
T04n0199_p0197b16┃　我所作过恶　　恶意害比丘
T04n0199_p0197b17┃　所作余罪殃　　最後当毕了
T04n0199_p0197b18┃　我身所起恶　　及所行善行
T04n0199_p0197b19┃　悉还受果实　　善恶俱前获
T04n0199_p0197b20┃　舍卫城里生　　茶提大神足
T04n0199_p0197b21┃　於阿耨达池　　自说本所作
T04n0199_p0197b22┃　　禅承迦叶品第二十(十一偈)
T04n0199_p0197b23┃　有诸比丘僧　　终竟于七岁
T04n0199_p0197b24┃　时国谷米贵　　饥饿大恐惧
T04n0199_p0197b25┃　我分得一人　　摩竭妙道人
T04n0199_p0197b26┃　缘一觉之尊　　清凉无有漏
T04n0199_p0197b27┃　彼时我兴发　　起意之为恶
T04n0199_p0197b28┃　我当持何用　　施饲是比丘
T04n0199_p0197b29┃　时停置饭食　　令生虫臭恶
T04n0199_p0197c01┃　往观诸作使　　然後供养之
T04n0199_p0197c02┃　以是所作罪　　寿终堕地狱
T04n0199_p0197c03┃　合会烧炙之　　苦痛不可言
T04n0199_p0197c04┃　从地狱得出　　世世所生处
T04n0199_p0197c05┃　作若干方便　　求饭食难得
T04n0199_p0197c06┃　是为最後世　　来还生人间
T04n0199_p0197c07┃　逮见等正觉　　无上之导师
T04n0199_p0197c08┃　以信故出家　　除害诸漏尽
T04n0199_p0197c09┃　已得无所著　　清凉而灭度
T04n0199_p0197c10┃　仁者吾於是　　神足常自在
T04n0199_p0197c11┃　求食设方便　　若干不能得
T04n0199_p0197c12┃　远行避道路　　疲劳不可言
T04n0199_p0197c13┃　既乃得所侥　　饭食诸供具
T04n0199_p0197c14┃　承伽迦叶尊　　大通名所作
T04n0199_p0197c15┃　於阿耨达池　　自说本所作
T04n0199_p0197c16┃　　朱利般特品第二十一(八偈)
T04n0199_p0197c17┃　昔我先世时　　曾为养猪者
T04n0199_p0197c18┃　在於江水傍　　系[打-丁+絜]众猪口
T04n0199_p0197c19┃　欲济至江半　　身独由得渡
T04n0199_p0197c20┃　猪不得喘息　　中流皆溺死
